bipartisan	20624
unsaturated	20045
soaf	16233
treated	18086 20005
itcf	17503
breweries	16753 15194
violence	21002 17462
repurchases	18763 15605 15049 18724 17577 15092 21343 19693 15213 15096 20187 19229 16383 19237 19201 19689 20263 16053 20137 17809
cents/litre	17878 18367 17463 17446 17441 17472
ludlum	20446
colony	17673 17853
resist	20865 21391 15375 15450 20441 20259 15452 18938
conger	16589 16604
esbk	20384
rosalyn	18924
clarity	16171
590p	19050
cadillac	16037 16033
icc	19968
tribal	18888
holmes	14907
come	18086 19491 19169 20101 16215 15450 20744 18466 16649 20382 20869 17906 16871 20232 20469 18071 20095 17943 15639 20264 17980 17674 20649 16607 19403 16130 19062 20462 19551 16173 19982 16072 18995 15939 19241 19684 17871 17499 15363 18231 17047 20868 16926
joins	14888
cottrell	18590
statistic	21536
calstar	18718
hri	21251
mackes	15742
favourable	19262 18985 16226 16158 16139 18024 18990 16256 15396 14931 17883 19167 16176
copper	18952 21293 18280 20096 15264 18339 19786 16123 15988 15932 19781 16110 18225 15831 18849 15556 14852 18317 17714
soundly	21561
247	15875 19507 20393 15459 20685 15326 15871
hog	16009 16255 21367 15532 17827 16564
offerings	16264 18075 16097 17700
delhi	17979 15366 19492
riverside	18228
septebmer	20468
mere	18086
reflecting	19041 18993 16442 15365 15573 18317 17036 21460 18987 15103 17658 20392 21359 16505 15425 17966 16745 18994 17871 15063
cow	20469
febraury	15453
884	18732 15259 20498 20945 21448 18182 20400
dictate	17863
incorporates	19744
ctus	19006
618	20363 18769 15777 15668
bouts	17915 19483
bnch	15680
lastest	15908
debtholders	16215 16130
parent	14903 19341 19053 17518 16490 18481 15397 15146 15547 19775 15294 17911 15713 15020 16112 14843 20887 17776 18658 15417 14926 16216 15581 17849
talking	16577 15694 16723 21277 15364 16430 18554 18663 20262 17915 20232 18252 16680 15639 15149 18339 18085 18317
instructions	18099 15817 15713
delays	19293 16097
antitrust	21319 21324 20476 15308 17700 17452 21046 16833 19968
yaccobi	19918
sino	16123
lackawanna	21036
telling	14921 20101 21277 16790 19882 16513 16763
defensive	16409 16211 17479 14982 20881
calls	20887 16593 21031 18600 17573 16139 16277 18663 16513 17787 15069 18938 15200 16419 21197 16357 20624 16094 21371 20922 14886 18050 21023 15751 19946 20462 16794 16648 15364 16072 15804 19833 18229 21278 16214 19241 15306 17877 18360 17871 15091 21251 19890 16123 21376
497	16590 16654 20794 17848 20655 21191
ral	18938
pirie	15556 21401
ua	19869
parana	15643 15536 15540 15106 16071 15686
performace	20382
renta	21065
prohibit	19756
499	18602 18252 15871 21178 16374 21038 16405 15103 16486 15960
repoprt	15110
ash	15063 14900
bryw	21319
lifts	20457 15528 17776 20797 19984 19165 15322 18300 20945 18943 18483 18223 20766
counterparts	15372 20071
veghel	16146
mattel	17849
osp	18523
stoppage	18945
contravention	14921
milar	20186
roller	17782
msg	17791
erik	16427 18223
representations	15620
swiftly	19000 15431
pitched	18530
gos	20093
echoing	16268 20259
firat	20267
ryan	18895 19895
bazoli	15545
contemplate	20489
supplier	21486 19159 15556 21369 18336 17923 14858
chair	20389
hirabayashi	21573
wrii	15679
undercutting	15552 15836
shippers	16630 15531 20382
glynwed	17950
no	20778 20159 15314 17750 16577 18222 15415 20620 20457 14984 16201 17766 21006 21197 20869 16766 16037 18938 20756 16871 17445 18682 16502 19426 17906 20396 16171 19683 21293 19692 16588 17915 18086 21486 15810 18313 19515 15043 16099 20005 14903 15329 20232 20469 18252 19191 16646 19989 14854 15367 15217 16196 18257 19630 20464 16923 17731 16117 16685 20797 15549 19668 19169 15672 15239 17783 18296 18071 16775 16026 14921 20039 19378 20095 19984 16723 14904 19509 15689 16753 16398 20917 15253 18992 18873 17883 20764 14840 16700 15997 17894 19497 15048 17760 20775 15617 20298 16279 18504 15545 20532 20101 18975 15345 15444 19464 16023 19781 17986 17509 18686 17480 16770 21177 17048 17980 14828 16009 20989 16146 16607 20753 21391 20231 20824 20649 16747 19432 16215 21542 15539 17925 14891 18858 15033 15522 15404 17503 19181 15531 20670 18332 16130 16893 15449 16366 19155 19672 19367 17839 19087 15372 19766 15254 18523 21093 16833 20462 15987 19506 17443 21521 20881 16158 16794 16190 20038 21359 17886 18095 16761 17805 16232 19963 15097 17700 15204 14877 19540 15394 19982 18592 20774 20945 17876 16072 17816 18337 16750 16136 18275 19055 17618 21568 19751 20459 20048 18888 19290 20500 19664 17866 19760 18625 18136 19163 17486 15625 16479 17870 16053 21243 21071 17054 16434 20905 16075 14909 15696 15568 19721 16677 15128 20034 19127 16147 21459 15636 19471 17521 18908 17874 21523 19775 18917 15352 16852 19241 19684 17707 16225 17907 19570 20653 21369 19028 19557 16483 18973 15442 16277 17452 19499 19318 18334 15255 15411 21287 15341 19769 17923 17877 19866 15615 18328 17881 18672 19477 20485 15973 20216 20030 15213 17448 17896 16649 19000 15294 18323 21501 20018 19033 18029 17499 20013 20489 17911 18325 15620 15063 14949 14987 19882 15240 16749 18104 16123 21216 20911 19351 15357 16093 15132 18231 19285 18860 17047 15154 15460 15999 20868 16926 20366 20723 20766 18109
converted	16443 21248 19761 15210 21403 16216 19719 21028 16163 21541 19796 15217 16405 17930 18875 15807 20256 16486 21362 20888 19241 20378 20557 18239 20811 17993 20371 19510
475	17664 21255 15864 15875 16216 16803
mclaughlin	16589 16604
spike	16072
northwest	15325 16271 20699 16916 21259 18306 15961 14841 16147 18068
cyanamid	21412
cot	17540 15136
dockworkers	18851 18865 19055
levies	21080 20511 18858 16214 18902
midlantic	16420 15753
4625	18300
pratt	15314
consultants	16287 15063 15031
amtc	20471
admin	21253
brrs	20905
medicines	17962
bmy	20309 20273 15060
billion	15822 19444 16331 16681 20494 21436 16513 16264 20187 17440 16294 20299 21096 16577 19110 16230 16752 14984 17574 19377 16545 18744 16766 16755 14843 16256 21368 16774 17926 16871 19254 16177 20869 16112 19041 20807 16670 20304 21497 16171 21176 17042 15430 15872 21302 21412 19539 18086 16555 16357 20309 21392 16460 20262 15325 20450 16324 20334 20533 15810 18609 16636 15725 16668 18651 21553 20273 20937 19515 16170 14903 21324 20206 21165 21264 18355 20915 16163 20370 16787 15996 21330 16646 14860 15026 21541 18108 16196 19075 15103 21275 21382 16094 16642 16499 16250 15211 21525 20685 18763 15239 15680 15356 18296 15833 14849 15549 16133 19053 18496 19950 20063 21175 19198 16775 14832 20352 20039 17930 20392 20095 21453 20865 18050 20680 18071 19005 16759 14921 19378 19927 16723 15989 21248 20127 20682 16269 20207 20324 18665 16908 17620 21536 18479 18992 20764 14840 17932 18061 15416 21095 21016 14931 19788 16398 16383 21103 17511 15194 19947 21378 18646 20235 18904 20138 21388 18487 15326 15793 16200 15545 16257 20652 19762 18524 14862 16007 20101 19483 15321 16207 19555 15345 15444 17034 16023 21146 18996 15695 18975 16587 20757 16680 16442 15552 20264 20151 19983 19295 15093 17701 20954 18150 17980 19045 17913 20170 15979 16180 21055 20715 18481 21356 20725 17479 20189 17970 21490 16565 15733 18352 16788 17723 18985 15121 18497 15451 18858 20628 21260 15438 21044 20337 20174 18563 16215 17619 16315 14891 18321 21051 16226 20213 20166 16893 16619 19832 19042 16130 20391 15348 21575 15397 18749 19869 15049 16777 18750 20569 20269 16125 14876 16475 16546 16197 15427 16725 19918 15703 15386 21414 15372 21403 19073 20241 16103 15254 20365 19571 16158 19946 21551 16097 19418 20286 19062 16833 15987 20168 18052 16794 14941 19511 21359 20918 18530 21562 20223 15247 15417 18035 14863 15950 15570 15666 16505 16913 15737 17887 15913 19037 19294 21012 16118 15454 16139 15489 21473 21573 16424 15969 20791 18748 18753 21109 19029 20358 15804 14890 20833 16650 21423 16628 15413 15573 17863 21117 16367 21142 18625 16284 17924 19930 19760 16238 19290 15723 15349 18991 14926 21373 16865 17964 20263 19174 20837 16053 16569 18857 21243 19569 16597 20708 21113 17822 15428 16126 16013 16402 15387 20300 16698 15380 15581 16096 17849 15391 14852 18642 20412 20129 16644 16176 19471 18921 19512 20180 18688 14930 20266 20344 15976 15543 16481 15800 15352 16354 20773 21561 17907 19017 15384 15944 16214 15838 15198 15406 19028 16483 21018 16664 16277 15079 20826 15255 16585 15641 16487 17452 20557 18096 19734 17916 14858 21386 20485 18672 16108 19307 15753 17966 18902 19050 15816 18009 20463 16119 15213 19786 20938 18490 17896 18048 18614 15294 20308 19000 18483 20019 16727 17871 18148 15063 18946 19568 20291 15840 15429 18867 18325 15227 21065 19867 20226 18527 16656 20249 19044 18538 21466 16615 20546 15768 17036 20706 19562 20340 16380 19272 21336 17703 18495 15238 15363 16063 21519 21046 17449 21325 21019 20161 20215 16926 17933 15107 20822 15832 15020 20233 18109 15154 20393 16336 14826 16246 16779 21508 19040 21028
keswick	18479 14911
solutions	18830 16794 17677 15292 16449 21157
proponents	20911
chen	16752
paper	15448 16766 19534 20829 16258 15254 15950 15378 17923 21202 16123 15550 19478 14993 19378 16765 14828 21391 19367 15703 16856 15388 16750 14909 18466 16096 16147
launched	20790 17731 18332 19087 15230 18849 15447 16727 21475 21096 18489 21536 15194 14840 16145 17986 14828 18352 17494 20774 18009 21501 17962 19050 21492
summer	16438 15859 21486 18539 17894 19083 15639 14891 19832 18554 16649 19964 19875 16607 17823 18917 18177 18037 21018 18213 15686 21508 14922
landshire	19711
cuo	18313 17866
factories	19262 21321
swings	19432
powerplants	15322
396	20937 21100 16848
permissible	15454 19734
affaires	17925
rachmat	14840
dashing	15384
aside	19191 15539 21243
fielder	20489
intelstat	17039
trb	20129
unforeseen	15255
calculation	18938 16367
accepts	18277 19649 16316 18276 18263 15303 19631 15271
productive	15872 16099 14891 16856 14890 15838 17452 17457
txu	19174
limits	14843 16723 14931 16257 19672 14863 20500 15625 19269 20890 17519 17654 20649 18352 17979 17714 19387
gamco	19799 19713
carey	19373
oakite	16800
1973	20461 20869 20624 16134 20828 19918 20890 17780
532	20825 20480 21283
coastal	21363 21502 18754 19223 21267 18704 21380
heller	15242 15246 17585
conn	19727 17644
second	16212 17876 17896 15686 19489 15967 19560 14984 21497 16871 16278 17857 19556 21565 16796 18355 20790 18987 21382 15270 14993 21530 15239 18700 19180 14921 20865 19915 18875 20981 15416 20882 17620 17883 14840 15617 18531 19561 17986 16496 17980 19875 17674 20135 20753 20725 17970 18280 18858 17573 14833 15987 17812 16158 19946 16072 20270 19559 14873 19930 19223 19653 18849 15674 19844 15951 14852 16339 20092 17707 18317 18213 19499 18902 20890 15675 20103 20013 18924 18014 16749 17036 15720 19213 16093 19285
2515/35	15625
upward	15430 15810 18993 19541 16565 21131 18991 18185 19499 20030 15840 18540 16383 17620 20532 18487 16158 19062 19537 18674 17966 18360
warning	20756 16095 16072 21459 20092 20103 17477 14826 16926 21508
juices	14951 20441 14858
rife	17620
canceled	16636
hanna	21129
capitalist	17923
suspect	16053
durum	15871 15864 19275
routes	19208 17888 14843 19202
widening	18086 17883 21131 16852
procurement	16774 16787 19549 18835 18992
861	16668
aerial	17771
601	20803 15380 15389 21262 15379 17703
warrants	17612 15481 16232 19666 18861 17488 21550 21251 15464 15471 21060 17763 15411 16149 21411 15565
employment	18993 18700 14867 16158 15364 19986 18213 17694 19283 15742 18539 17477 18540
regard	15455 18136 18638 15400 15503
clever	21006
chaotic	21539
evgd	18713
sticking	18604
arm	19409 18945 18348 18302 15421 17039
certificates	20025 20186 15973 16779 16074 15448 16120 19529 21078 19511
becomes	18938 19679 17443 16676 17538
cleaner	18145
accessories	18138 20552 21404 15306
harris	16009 19331 18360 15620 19285
rendered	15194
behalf	17574 17776 17731 19441 19832 19367 19540 15565 18860 19683 18086 16026 16185 15254 20881
phones	21371
interfere	17436 20698 21459 20632
unauthorized	16496
lindner	17785
226	15026 15103 17491 20498 15892 20593 20432 15906
permian	18765 21267 18707
engines	15314
chairman	18360 16513 21469 15575 18075 15206 20869 16774 15110 17053 16278 21342 15571 17686 14951 18370 20005 17507 15742 16787 18252 19411 19478 14993 14907 16144 16600 15602 20409 15549 15239 19208 21130 18700 14921 16252 19378 17513 18012 21157 18479 15194 18992 20693 14840 16495 16200 15545 17670 20678 18975 15322 16023 15455 15596 15979 21128 17551 19360 20231 15511 19432 18280 19810 14982 18302 17506 15263 15703 16233 19087 18570 21429 15254 21506 19828 18658 16190 15666 18592 17876 17700 15913 19839 16072 17960 18142 18577 16430 17863 18136 19930 18576 18185 16216 21243 16597 20905 16126 20045 20321 14959 17849 17644 16481 15400 15352 16852 18210 16225 18339 17907 16214 20441 16483 18317 16277 20259 15698 19387 19318 15292 15213 18614 15281 17871 15091 21251 17911 20811 15620 15063 18924 16332 21065 15503 18357 15212 20035 15240 14900 20959 14911 20137 17477 14826 16343 15107 18667 21571
quoted	21006 20090 19491 21530 20101 19255 21517 15767 21303 19882 16763 19560 16775 14921 16765 19165 18128 16180 17952 16607 21149 19403 20907 21506 15410 21557 14888 19397 21568 20500 18136 20893 14909 18466 15112 15581 16096 15556 16071 19684 17707 16649 16790 17448 18490 17911 17950 21216 14911
anti	20756 19411 18071 21536 16630 19255 16175 15569 17876 18142 21561 15447 19006 15713 17863 18625
fdb	18531
6003	19512
frostex	19860
thames	20398 15696
fertlizer	15121
displace	21532 17863
eradicated	20620 15254
ffed	21209
terminals	16513 19208 17798 19968 17927 20611
precaution	17813
rjr	15651 18938 16555 15691
roebuck	15742 19950 19734 20161
moved	17915 17731 20335 15539 16475 16195 17876 19397 17966 20019 17499 19411 17776 17948 18050 20828 16680 19875 16162 17970 21267 18177
assumptions	18996
worried	20262 19478 15549 16723 20764 15552 20902 15581 18177 20259 14826 15617 16200 17966 18672
none	16856 18275 18625 15352 16929 16201 17873 16366 15531
milan	15545 15121 15442 15460
087	15090 15871 17978 15875 19440
answer	14849 17883 15352 17462
quiet	19497 19397 16071 17714 17654
655	21192 14968 15573 15881 19507 20473 19369
publish	16766 20982 18321 15112
provoked	20868
apples	16357 16094
commenced	20698
american&lt	17785
/soviet	20231 19964
pollution	20090
coupled	17750 17883 20186 18990
steinweg	16179
off	16636 16787 21417 15733 16656 16513 15520 21006 16419 14843 16256 20396 16774 15200 15351 17686 20533 16588 20624 19411 14993 20409 21382 15239 18311 21308 16252 15060 15997 17894 20764 16593 18531 16088 20828 20719 15639 15451 18280 18146 16226 19773 18600 21209 15312 21002 21557 20241 16158 16833 21277 18530 19511 15364 17700 16139 16072 17618 14890 15344 17863 15013 18849 19844 16564 19721 14959 18688 15556 17849 18591 20653 20730 16214 15352 19241 20773 19028 16483 15339 17877 21386 20030 15213 17896 16727 17499 15063 14839 15840 19272 16093 18228 14826 21508
efh	17776 15565 20291
uae	17926 17963 17929 19506 17924 16120 19529 16366 16658
matures	14984 15227
potential	18938 21525 20341 19875 16215 19152 16564 14858 21251 19351 16763 14984 21342 17810 21357 20232 19679 18340 21157 15194 17883 17771 16268 16680 15639 19832 16130 19918 17573 16475 17812 17038 17700 19540 17863 15567 21459 20632 16909 16176 15939 19684 17707 18339 21314 18317 19499 21152 16790 21202 19263
midas	21382
fried	16858
tremendous	20186
andres	14921
faces	19478 16753 19201 21013 17700 16430 15447 15615 16649 19065 16607 17970 19163 18849 15106 19471
519	20358 20319
lender	17593 18938 19191 15296 15349
eleven	20095 19918 15653
staffing	16564 18924
burrillville	16499
exceeded	21557 21243 14872 19291 16897
sustainable	15646 18992 18625 15656
265p	15468
885	15742 15871 19450 17956
navigation	20882 19403 17888 19996 17750 19199
6	15822 20442 16331 16681 16307 15729 20598 17873 16230 16206 21436 19560 15094 20421 20187 20228 16294 20217 20299 16410 21430 20793 20497 19377 17728 16545 14998 15707 15307 21368 20562 16774 15396 18075 17574 16112 19041 20807 20304 17926 15866 20747 17878 16471 19254 21392 21385 20450 16029 17900 21302 18086 15640 16357 20309 15351 15325 15736 19556 21412 21234 16342 21022 21352 15890 21036 20479 14962 18602 17612 15043 21324 15335 20273 15980 21218 20206 21165 18713 16282 16274 16163 17984 15710 18539 21541 18616 20176 21330 17478 18252 20988 14860 20195 18355 15732 21346 15742 16705 16787 19865 16348 21032 15952 21275 16888 18243 16155 16432 19451 20302 20517 15805 19978 18345 15103 15065 16094 16642 20367 19374 20251 19053 20685 18496 16798 19448 21256 15680 20453 16117 21413 20381 14849 21360 20767 16454 15459 20797 19427 18763 21530 17658 21130 18493 14832 16476 16026 21308 16589 20671 20392 18590 20746 16021 19258 19943 19005 18180 20682 21095 19509 16916 20207 18665 17620 20917 14840 16134 20548 19428 15997 21248 20324 19497 16383 21237 21103 20414 15860 20634 18479 15194 19237 16792 15220 19947 20181 19201 20651 21406 21219 15793 20106 14963 15048 20817 18798 16207 20001 18487 16817 15871 19803 19555 15932 15444 15336 21451 15751 21146 21474 20975 20116 18476 18719 17034 20757 20768 20357 16045 15145 15552 18356 18520 15233 17685 17037 18627 15914 14967 16140 17901 17980 15863 20655 16496 15979 21077 20779 20954 20386 16635 16180 16009 16141 15668 18481 20725 21037 14960 17970 21490 16565 21055 21173 20715 17952 15733 18352 18911 19650 20753 16788 20353 18563 19082 20220 18497 17957 19142 15451 18146 16312 16120 15438 17965 15899 15925 21195 14891 20628 20438 20910 21265 21044 15910 19529 20117 15221 21575 19998 16893 20498 18621 15049 15953 15190 19648 15033 21244 17503 20166 17506 20630 21215 20569 16799 20802 19079 19270 21403 16197 21040 18988 16590 15427 16725 21255 20269 16275 20105 21441 17716 20771 18724 21429 16248 15383 21416 15265 16158 21551 20286 19062 15987 20168 20650 17463 15410 20376 21359 20234 17577 20223 19642 16735 20531 21405 16648 20918 20838 16913 15579 17785 21480 15097 15193 16710 16118 17543 15841 15913 17897 20800 19037 16107 19655 16424 19666 20976 15157 16164 19029 20833 21423 17442 16628 16377 17956 21109 21532 15875 19751 20968 20358 16262 15344 19787 19501 16525 17808 21045 17633 16367 16441 21142 21322 21437 15062 17924 21194 16478 20770 21117 19559 15349 19081 18991 20256 19930 19653 16655 17964 16468 21214 15625 16216 17870 19482 15682 16370 20744 18024 16053 16395 21243 19077 19569 20657 15600 20812 16126 16142 16392 16602 15387 20300 16091 20646 20473 15264 16698 15380 20984 16591 20118 15556 20593 20278 18534 20640 20888 16339 20180 20332 16644 20499 16804 16096 18509 20488 16360 16795 19431 18739 18591 19178 15719 20949 20564 20900 21283 20378 19017 20266 20523 20344 16159 20395 15543 17874 18051 15800 19981 17784 15384 15944 20773 18816 20384 19507 15641 16664 17446 21081 18065 16149 15339 17672 20467 20927 16400 21354 19499 16086 20660 21238 20557 16652 15853 17457 20969 16885 16350 19734 15615 19693 20583 21386 18672 18533 16161 16030 21431 20885 18271 20400 18009 20463 16203 18155 15565 21206 20938 17896 21298 15294 16444 18994 18483 18781 20216 20561 15816 16473 16584 20527 18490 15669 20308 19000 18614 21538 15287 17871 21182 17031 18148 16803 16283 17758 19128 21252 19568 15053 19812 20291 15096 16469 15429 20586 15886 14949 16808 20983 20226 18527 16052 15594 20249 19044 15000 17036 19562 17860 15061 16143 20972 17773 16615 20546 19283 19272 20600 16718 15869 15357 16093 15821 19285 20904 16063 19510 21519 20340 21488 16422 16551 15851 15580 16604 21019 15999 20284 15180 18540 16343 17472 20822 21028 19887 14826 20868 16246 18308 15988 16886 18223 20723 15832 20672 20535 21571 15548 20233 17809
